filename,label
\bottle\broken_large\000.png,broken_large
\bottle\broken_large\001.png,broken_large
\bottle\broken_large\002.png,broken_large
\bottle\broken_large\003.png,broken_large
\bottle\broken_large\004.png,broken_large
\bottle\broken_large\005.png,broken_large
\bottle\broken_large\006.png,broken_large
\bottle\broken_large\007.png,broken_large
\bottle\broken_large\008.png,broken_large
\bottle\broken_large\009.png,broken_large
\bottle\broken_large\010.png,broken_large
\bottle\broken_large\011.png,broken_large
\bottle\broken_large\012.png,broken_large
\bottle\broken_large\013.png,broken_large
\bottle\broken_large\014.png,broken_large
\bottle\broken_large\015.png,broken_large
\bottle\broken_large\016.png,broken_large
\bottle\broken_large\017.png,broken_large
\bottle\broken_large\018.png,broken_large
\bottle\broken_large\019.png,broken_large
\bottle\broken_small\000.png,broken_small
\bottle\broken_small\001.png,broken_small
\bottle\broken_small\002.png,broken_small
\bottle\broken_small\003.png,broken_small
\bottle\broken_small\004.png,broken_small
\bottle\broken_small\005.png,broken_small
\bottle\broken_small\006.png,broken_small
\bottle\broken_small\007.png,broken_small
\bottle\broken_small\008.png,broken_small
\bottle\broken_small\009.png,broken_small
\bottle\broken_small\010.png,broken_small
\bottle\broken_small\011.png,broken_small
\bottle\broken_small\012.png,broken_small
\bottle\broken_small\013.png,broken_small
\bottle\broken_small\014.png,broken_small
\bottle\broken_small\015.png,broken_small
\bottle\broken_small\016.png,broken_small
\bottle\broken_small\017.png,broken_small
\bottle\broken_small\018.png,broken_small
\bottle\broken_small\019.png,broken_small
\bottle\broken_small\020.png,broken_small
\bottle\broken_small\021.png,broken_small
\bottle\contamination\000.png,contamination
\bottle\contamination\001.png,contamination
\bottle\contamination\002.png,contamination
\bottle\contamination\003.png,contamination
\bottle\contamination\004.png,contamination
\bottle\contamination\005.png,contamination
\bottle\contamination\006.png,contamination
\bottle\contamination\007.png,contamination
\bottle\contamination\008.png,contamination
\bottle\contamination\009.png,contamination
\bottle\contamination\010.png,contamination
\bottle\contamination\011.png,contamination
\bottle\contamination\012.png,contamination
\bottle\contamination\013.png,contamination
\bottle\contamination\014.png,contamination
\bottle\contamination\015.png,contamination
\bottle\contamination\016.png,contamination
\bottle\contamination\017.png,contamination
\bottle\contamination\018.png,contamination
\bottle\contamination\019.png,contamination
\bottle\contamination\020.png,contamination
\cable\bent_wire\000.png,bent_wire
\cable\bent_wire\001.png,bent_wire
\cable\bent_wire\002.png,bent_wire
\cable\bent_wire\003.png,bent_wire
\cable\bent_wire\004.png,bent_wire
\cable\bent_wire\005.png,bent_wire
\cable\bent_wire\006.png,bent_wire
\cable\bent_wire\007.png,bent_wire
\cable\bent_wire\008.png,bent_wire
\cable\bent_wire\009.png,bent_wire
\cable\bent_wire\010.png,bent_wire
\cable\bent_wire\011.png,bent_wire
\cable\bent_wire\012.png,bent_wire
\cable\cable_swap\000.png,cable_swap
\cable\cable_swap\001.png,cable_swap
\cable\cable_swap\002.png,cable_swap
\cable\cable_swap\003.png,cable_swap
\cable\cable_swap\004.png,cable_swap
\cable\cable_swap\005.png,cable_swap
\cable\cable_swap\006.png,cable_swap
\cable\cable_swap\007.png,cable_swap
\cable\cable_swap\008.png,cable_swap
\cable\cable_swap\009.png,cable_swap
\cable\cable_swap\010.png,cable_swap
\cable\cable_swap\011.png,cable_swap
\cable\cut_inner_insulation\000.png,cut_inner_insulation
\cable\cut_inner_insulation\001.png,cut_inner_insulation
\cable\cut_inner_insulation\002.png,cut_inner_insulation
\cable\cut_inner_insulation\003.png,cut_inner_insulation
\cable\cut_inner_insulation\004.png,cut_inner_insulation
\cable\cut_inner_insulation\005.png,cut_inner_insulation
\cable\cut_inner_insulation\006.png,cut_inner_insulation
\cable\cut_inner_insulation\007.png,cut_inner_insulation
\cable\cut_inner_insulation\008.png,cut_inner_insulation
\cable\cut_inner_insulation\009.png,cut_inner_insulation
\cable\cut_inner_insulation\010.png,cut_inner_insulation
\cable\cut_inner_insulation\011.png,cut_inner_insulation
\cable\cut_inner_insulation\012.png,cut_inner_insulation
\cable\cut_inner_insulation\013.png,cut_inner_insulation
\cable\cut_outer_insulation\000.png,cut_outer_insulation
\cable\cut_outer_insulation\001.png,cut_outer_insulation
\cable\cut_outer_insulation\002.png,cut_outer_insulation
\cable\cut_outer_insulation\003.png,cut_outer_insulation
\cable\cut_outer_insulation\004.png,cut_outer_insulation
\cable\cut_outer_insulation\005.png,cut_outer_insulation
\cable\cut_outer_insulation\006.png,cut_outer_insulation
\cable\cut_outer_insulation\007.png,cut_outer_insulation
\cable\cut_outer_insulation\008.png,cut_outer_insulation
\cable\cut_outer_insulation\009.png,cut_outer_insulation
\cable\missing_cable\000.png,missing_cable
\cable\missing_cable\001.png,missing_cable
\cable\missing_cable\002.png,missing_cable
\cable\missing_cable\003.png,missing_cable
\cable\missing_cable\004.png,missing_cable
\cable\missing_cable\005.png,missing_cable
\cable\missing_cable\006.png,missing_cable
\cable\missing_cable\007.png,missing_cable
\cable\missing_cable\008.png,missing_cable
\cable\missing_cable\009.png,missing_cable
\cable\missing_cable\010.png,missing_cable
\cable\missing_cable\011.png,missing_cable
\cable\missing_wire\000.png,missing_wire
\cable\missing_wire\001.png,missing_wire
\cable\missing_wire\002.png,missing_wire
\cable\missing_wire\003.png,missing_wire
\cable\missing_wire\004.png,missing_wire
\cable\missing_wire\005.png,missing_wire
\cable\missing_wire\006.png,missing_wire
\cable\missing_wire\007.png,missing_wire
\cable\missing_wire\008.png,missing_wire
\cable\missing_wire\009.png,missing_wire
\cable\poke_insulation\000.png,poke_insulation
\cable\poke_insulation\001.png,poke_insulation
\cable\poke_insulation\002.png,poke_insulation
\cable\poke_insulation\003.png,poke_insulation
\cable\poke_insulation\004.png,poke_insulation
\cable\poke_insulation\005.png,poke_insulation
\cable\poke_insulation\006.png,poke_insulation
\cable\poke_insulation\007.png,poke_insulation
\cable\poke_insulation\008.png,poke_insulation
\cable\poke_insulation\009.png,poke_insulation
\capsule\crack\000.png,crack
\capsule\crack\001.png,crack
\capsule\crack\002.png,crack
\capsule\crack\003.png,crack
\capsule\crack\004.png,crack
\capsule\crack\005.png,crack
\capsule\crack\006.png,crack
\capsule\crack\007.png,crack
\capsule\crack\008.png,crack
\capsule\crack\009.png,crack
\capsule\crack\010.png,crack
\capsule\crack\011.png,crack
\capsule\crack\012.png,crack
\capsule\crack\013.png,crack
\capsule\crack\014.png,crack
\capsule\crack\015.png,crack
\capsule\crack\016.png,crack
\capsule\crack\017.png,crack
\capsule\crack\018.png,crack
\capsule\crack\019.png,crack
\capsule\crack\020.png,crack
\capsule\crack\021.png,crack
\capsule\crack\022.png,crack
\capsule\faulty_imprint\000.png,faulty_imprint
\capsule\faulty_imprint\001.png,faulty_imprint
\capsule\faulty_imprint\002.png,faulty_imprint
\capsule\faulty_imprint\003.png,faulty_imprint
\capsule\faulty_imprint\004.png,faulty_imprint
\capsule\faulty_imprint\005.png,faulty_imprint
\capsule\faulty_imprint\006.png,faulty_imprint
\capsule\faulty_imprint\007.png,faulty_imprint
\capsule\faulty_imprint\008.png,faulty_imprint
\capsule\faulty_imprint\009.png,faulty_imprint
\capsule\faulty_imprint\010.png,faulty_imprint
\capsule\faulty_imprint\011.png,faulty_imprint
\capsule\faulty_imprint\012.png,faulty_imprint
\capsule\faulty_imprint\013.png,faulty_imprint
\capsule\faulty_imprint\014.png,faulty_imprint
\capsule\faulty_imprint\015.png,faulty_imprint
\capsule\faulty_imprint\016.png,faulty_imprint
\capsule\faulty_imprint\017.png,faulty_imprint
\capsule\faulty_imprint\018.png,faulty_imprint
\capsule\faulty_imprint\019.png,faulty_imprint
\capsule\faulty_imprint\020.png,faulty_imprint
\capsule\faulty_imprint\021.png,faulty_imprint
\capsule\scratch\000.png,scratch
\capsule\scratch\001.png,scratch
\capsule\scratch\002.png,scratch
\capsule\scratch\003.png,scratch
\capsule\scratch\004.png,scratch
\capsule\scratch\005.png,scratch
\capsule\scratch\006.png,scratch
\capsule\scratch\007.png,scratch
\capsule\scratch\008.png,scratch
\capsule\scratch\009.png,scratch
\capsule\scratch\010.png,scratch
\capsule\scratch\011.png,scratch
\capsule\scratch\012.png,scratch
\capsule\scratch\013.png,scratch
\capsule\scratch\014.png,scratch
\capsule\scratch\015.png,scratch
\capsule\scratch\016.png,scratch
\capsule\scratch\017.png,scratch
\capsule\scratch\018.png,scratch
\capsule\scratch\019.png,scratch
\capsule\scratch\020.png,scratch
\capsule\scratch\021.png,scratch
\capsule\scratch\022.png,scratch
\capsule\squeeze\000.png,squeeze
\capsule\squeeze\001.png,squeeze
\capsule\squeeze\002.png,squeeze
\capsule\squeeze\003.png,squeeze
\capsule\squeeze\004.png,squeeze
\capsule\squeeze\005.png,squeeze
\capsule\squeeze\006.png,squeeze
\capsule\squeeze\007.png,squeeze
\capsule\squeeze\008.png,squeeze
\capsule\squeeze\009.png,squeeze
\capsule\squeeze\010.png,squeeze
\capsule\squeeze\011.png,squeeze
\capsule\squeeze\012.png,squeeze
\capsule\squeeze\013.png,squeeze
\capsule\squeeze\014.png,squeeze
\capsule\squeeze\015.png,squeeze
\capsule\squeeze\016.png,squeeze
\capsule\squeeze\017.png,squeeze
\capsule\squeeze\018.png,squeeze
\capsule\squeeze\019.png,squeeze
\grid\bent\000.png,bent
\grid\bent\001.png,bent
\grid\bent\002.png,bent
\grid\bent\003.png,bent
\grid\bent\004.png,bent
\grid\bent\005.png,bent
\grid\bent\006.png,bent
\grid\bent\007.png,bent
\grid\bent\008.png,bent
\grid\bent\009.png,bent
\grid\bent\010.png,bent
\grid\bent\011.png,bent
\grid\broken\000.png,broken
\grid\broken\001.png,broken
\grid\broken\002.png,broken
\grid\broken\003.png,broken
\grid\broken\004.png,broken
\grid\broken\005.png,broken
\grid\broken\006.png,broken
\grid\broken\007.png,broken
\grid\broken\008.png,broken
\grid\broken\009.png,broken
\grid\broken\010.png,broken
\grid\broken\011.png,broken
\grid\metal_contamination\000.png,metal_contamination
\grid\metal_contamination\001.png,metal_contamination
\grid\metal_contamination\002.png,metal_contamination
\grid\metal_contamination\003.png,metal_contamination
\grid\metal_contamination\004.png,metal_contamination
\grid\metal_contamination\005.png,metal_contamination
\grid\metal_contamination\006.png,metal_contamination
\grid\metal_contamination\007.png,metal_contamination
\grid\metal_contamination\008.png,metal_contamination
\grid\metal_contamination\009.png,metal_contamination
\grid\metal_contamination\010.png,metal_contamination
\grid\thread\000.png,thread
\grid\thread\001.png,thread
\grid\thread\002.png,thread
\grid\thread\003.png,thread
\grid\thread\004.png,thread
\grid\thread\005.png,thread
\grid\thread\006.png,thread
\grid\thread\007.png,thread
\grid\thread\008.png,thread
\grid\thread\009.png,thread
\grid\thread\010.png,thread
\leather\color\000.png,color
\leather\color\001.png,color
\leather\color\002.png,color
\leather\color\003.png,color
\leather\color\004.png,color
\leather\color\005.png,color
\leather\color\006.png,color
\leather\color\007.png,color
\leather\color\008.png,color
\leather\color\009.png,color
\leather\color\010.png,color
\leather\color\011.png,color
\leather\color\012.png,color
\leather\color\013.png,color
\leather\color\014.png,color
\leather\color\015.png,color
\leather\color\016.png,color
\leather\color\017.png,color
\leather\color\018.png,color
\leather\cut\000.png,cut
\leather\cut\001.png,cut
\leather\cut\002.png,cut
\leather\cut\003.png,cut
\leather\cut\004.png,cut
\leather\cut\005.png,cut
\leather\cut\006.png,cut
\leather\cut\007.png,cut
\leather\cut\008.png,cut
\leather\cut\009.png,cut
\leather\cut\010.png,cut
\leather\cut\011.png,cut
\leather\cut\012.png,cut
\leather\cut\013.png,cut
\leather\cut\014.png,cut
\leather\cut\015.png,cut
\leather\cut\016.png,cut
\leather\cut\017.png,cut
\leather\cut\018.png,cut
\leather\fold\000.png,fold
\leather\fold\001.png,fold
\leather\fold\002.png,fold
\leather\fold\003.png,fold
\leather\fold\004.png,fold
\leather\fold\005.png,fold
\leather\fold\006.png,fold
\leather\fold\007.png,fold
\leather\fold\008.png,fold
\leather\fold\009.png,fold
\leather\fold\010.png,fold
\leather\fold\011.png,fold
\leather\fold\012.png,fold
\leather\fold\013.png,fold
\leather\fold\014.png,fold
\leather\fold\015.png,fold
\leather\fold\016.png,fold
\screw\manipulated_front\000.png,manipulated_front
\screw\manipulated_front\001.png,manipulated_front
\screw\manipulated_front\002.png,manipulated_front
\screw\manipulated_front\003.png,manipulated_front
\screw\manipulated_front\004.png,manipulated_front
\screw\manipulated_front\005.png,manipulated_front
\screw\manipulated_front\006.png,manipulated_front
\screw\manipulated_front\007.png,manipulated_front
\screw\manipulated_front\008.png,manipulated_front
\screw\manipulated_front\009.png,manipulated_front
\screw\manipulated_front\010.png,manipulated_front
\screw\manipulated_front\011.png,manipulated_front
\screw\manipulated_front\012.png,manipulated_front
\screw\manipulated_front\013.png,manipulated_front
\screw\manipulated_front\014.png,manipulated_front
\screw\manipulated_front\015.png,manipulated_front
\screw\manipulated_front\016.png,manipulated_front
\screw\manipulated_front\017.png,manipulated_front
\screw\manipulated_front\018.png,manipulated_front
\screw\manipulated_front\019.png,manipulated_front
\screw\manipulated_front\020.png,manipulated_front
\screw\manipulated_front\021.png,manipulated_front
\screw\manipulated_front\022.png,manipulated_front
\screw\manipulated_front\023.png,manipulated_front
\screw\scratch_head\000.png,scratch_head
\screw\scratch_head\001.png,scratch_head
\screw\scratch_head\002.png,scratch_head
\screw\scratch_head\003.png,scratch_head
\screw\scratch_head\004.png,scratch_head
\screw\scratch_head\005.png,scratch_head
\screw\scratch_head\006.png,scratch_head
\screw\scratch_head\007.png,scratch_head
\screw\scratch_head\008.png,scratch_head
\screw\scratch_head\009.png,scratch_head
\screw\scratch_head\010.png,scratch_head
\screw\scratch_head\011.png,scratch_head
\screw\scratch_head\012.png,scratch_head
\screw\scratch_head\013.png,scratch_head
\screw\scratch_head\014.png,scratch_head
\screw\scratch_head\015.png,scratch_head
\screw\scratch_head\016.png,scratch_head
\screw\scratch_head\017.png,scratch_head
\screw\scratch_head\018.png,scratch_head
\screw\scratch_head\019.png,scratch_head
\screw\scratch_head\020.png,scratch_head
\screw\scratch_head\021.png,scratch_head
\screw\scratch_head\022.png,scratch_head
\screw\scratch_head\023.png,scratch_head
\screw\scratch_neck\000.png,scratch_neck
\screw\scratch_neck\001.png,scratch_neck
\screw\scratch_neck\002.png,scratch_neck
\screw\scratch_neck\003.png,scratch_neck
\screw\scratch_neck\004.png,scratch_neck
\screw\scratch_neck\005.png,scratch_neck
\screw\scratch_neck\006.png,scratch_neck
\screw\scratch_neck\007.png,scratch_neck
\screw\scratch_neck\008.png,scratch_neck
\screw\scratch_neck\009.png,scratch_neck
\screw\scratch_neck\010.png,scratch_neck
\screw\scratch_neck\011.png,scratch_neck
\screw\scratch_neck\012.png,scratch_neck
\screw\scratch_neck\013.png,scratch_neck
\screw\scratch_neck\014.png,scratch_neck
\screw\scratch_neck\015.png,scratch_neck
\screw\scratch_neck\016.png,scratch_neck
\screw\scratch_neck\017.png,scratch_neck
\screw\scratch_neck\018.png,scratch_neck
\screw\scratch_neck\019.png,scratch_neck
\screw\scratch_neck\020.png,scratch_neck
\screw\scratch_neck\021.png,scratch_neck
\screw\scratch_neck\022.png,scratch_neck
\screw\scratch_neck\023.png,scratch_neck
\screw\scratch_neck\024.png,scratch_neck
\screw\thread_side\000.png,thread_side
\screw\thread_side\001.png,thread_side
\screw\thread_side\002.png,thread_side
\screw\thread_side\003.png,thread_side
\screw\thread_side\004.png,thread_side
\screw\thread_side\005.png,thread_side
\screw\thread_side\006.png,thread_side
\screw\thread_side\007.png,thread_side
\screw\thread_side\008.png,thread_side
\screw\thread_side\009.png,thread_side
\screw\thread_side\010.png,thread_side
\screw\thread_side\011.png,thread_side
\screw\thread_side\012.png,thread_side
\screw\thread_side\013.png,thread_side
\screw\thread_side\014.png,thread_side
\screw\thread_side\015.png,thread_side
\screw\thread_side\016.png,thread_side
\screw\thread_side\017.png,thread_side
\screw\thread_side\018.png,thread_side
\screw\thread_side\019.png,thread_side
\screw\thread_side\020.png,thread_side
\screw\thread_side\021.png,thread_side
\screw\thread_side\022.png,thread_side
\screw\thread_top\000.png,thread_top
\screw\thread_top\001.png,thread_top
\screw\thread_top\002.png,thread_top
\screw\thread_top\003.png,thread_top
\screw\thread_top\004.png,thread_top
\screw\thread_top\005.png,thread_top
\screw\thread_top\006.png,thread_top
\screw\thread_top\007.png,thread_top
\screw\thread_top\008.png,thread_top
\screw\thread_top\009.png,thread_top
\screw\thread_top\010.png,thread_top
\screw\thread_top\011.png,thread_top
\screw\thread_top\012.png,thread_top
\screw\thread_top\013.png,thread_top
\screw\thread_top\014.png,thread_top
\screw\thread_top\015.png,thread_top
\screw\thread_top\016.png,thread_top
\screw\thread_top\017.png,thread_top
\screw\thread_top\018.png,thread_top
\screw\thread_top\019.png,thread_top
\screw\thread_top\020.png,thread_top
\screw\thread_top\021.png,thread_top
\screw\thread_top\022.png,thread_top
\toothbrush\defective\000.png,defective
\toothbrush\defective\001.png,defective
\toothbrush\defective\002.png,defective
\toothbrush\defective\003.png,defective
\toothbrush\defective\004.png,defective
\toothbrush\defective\005.png,defective
\toothbrush\defective\006.png,defective
\toothbrush\defective\007.png,defective
\toothbrush\defective\008.png,defective
\toothbrush\defective\009.png,defective
\toothbrush\defective\010.png,defective
\toothbrush\defective\011.png,defective
\toothbrush\defective\012.png,defective
\toothbrush\defective\013.png,defective
\toothbrush\defective\014.png,defective
\toothbrush\defective\015.png,defective
\toothbrush\defective\016.png,defective
\toothbrush\defective\017.png,defective
\toothbrush\defective\018.png,defective
\toothbrush\defective\019.png,defective
\toothbrush\defective\020.png,defective
\toothbrush\defective\021.png,defective
\toothbrush\defective\022.png,defective
\toothbrush\defective\023.png,defective
\toothbrush\defective\024.png,defective
\toothbrush\defective\025.png,defective
\toothbrush\defective\026.png,defective
\toothbrush\defective\027.png,defective
\toothbrush\defective\028.png,defective
\toothbrush\defective\029.png,defective
\transistor\bent_lead\000.png,bent_lead
\transistor\bent_lead\001.png,bent_lead
\transistor\bent_lead\002.png,bent_lead
\transistor\bent_lead\003.png,bent_lead
\transistor\bent_lead\004.png,bent_lead
\transistor\bent_lead\005.png,bent_lead
\transistor\bent_lead\006.png,bent_lead
\transistor\bent_lead\007.png,bent_lead
\transistor\bent_lead\008.png,bent_lead
\transistor\bent_lead\009.png,bent_lead
\transistor\cut_lead\000.png,cut_lead
\transistor\cut_lead\001.png,cut_lead
\transistor\cut_lead\002.png,cut_lead
\transistor\cut_lead\003.png,cut_lead
\transistor\cut_lead\004.png,cut_lead
\transistor\cut_lead\005.png,cut_lead
\transistor\cut_lead\006.png,cut_lead
\transistor\cut_lead\007.png,cut_lead
\transistor\cut_lead\008.png,cut_lead
\transistor\cut_lead\009.png,cut_lead
\transistor\damaged_case\000.png,damaged_case
\transistor\damaged_case\001.png,damaged_case
\transistor\damaged_case\002.png,damaged_case
\transistor\damaged_case\003.png,damaged_case
\transistor\damaged_case\004.png,damaged_case
\transistor\damaged_case\005.png,damaged_case
\transistor\damaged_case\006.png,damaged_case
\transistor\damaged_case\007.png,damaged_case
\transistor\damaged_case\008.png,damaged_case
\transistor\damaged_case\009.png,damaged_case
\transistor\misplaced\000.png,misplaced
\transistor\misplaced\001.png,misplaced
\transistor\misplaced\002.png,misplaced
\transistor\misplaced\003.png,misplaced
\transistor\misplaced\004.png,misplaced
\transistor\misplaced\005.png,misplaced
\transistor\misplaced\006.png,misplaced
\transistor\misplaced\007.png,misplaced
\transistor\misplaced\008.png,misplaced
\transistor\misplaced\009.png,misplaced
\zipper\broken_teeth\000.png,broken_teeth
\zipper\broken_teeth\001.png,broken_teeth
\zipper\broken_teeth\002.png,broken_teeth
\zipper\broken_teeth\003.png,broken_teeth
\zipper\broken_teeth\004.png,broken_teeth
\zipper\broken_teeth\005.png,broken_teeth
\zipper\broken_teeth\006.png,broken_teeth
\zipper\broken_teeth\007.png,broken_teeth
\zipper\broken_teeth\008.png,broken_teeth
\zipper\broken_teeth\009.png,broken_teeth
\zipper\broken_teeth\010.png,broken_teeth
\zipper\broken_teeth\011.png,broken_teeth
\zipper\broken_teeth\012.png,broken_teeth
\zipper\broken_teeth\013.png,broken_teeth
\zipper\broken_teeth\014.png,broken_teeth
\zipper\broken_teeth\015.png,broken_teeth
\zipper\broken_teeth\016.png,broken_teeth
\zipper\broken_teeth\017.png,broken_teeth
